年龄混合度,活动丰富度,姿态丰富度,社交状态混合度,身份倾向混合度,混合度
0.0,0.0,0.0,0.0,0.9781344076908024,0.22792101872727313
0.75,0.5611345972461129,0.0,0.0,0.9781344076908024,0.4186268821572871
0.0,0.0,0.0,0.0,0.7259289930319007,0.16915310852432064
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.4591479170272447,0.3559859147087442,0.0,0.9182958340544894,0.8953237895826065,0.5361707251372563
0.0,0.0,0.0,0.0,0.0,0.0
0.3609640474436811,0.575967806727884,0.0,0.7219280948873623,0.881095866208142,0.5046292693567391
0.0,0.0,0.0,0.0,0.9992675824686132,0.2328453876958196
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3666364866985663,0.0,0.0,0.979926626580161,0.2801150691615643
0.0,0.4695411301803093,0.0,0.5435644431995964,0.9993801591297928,0.42291473351480857
0.0,0.0,0.0,0.0,0.9992675824686132,0.2328453876958196
0.0,0.4857974551727896,0.0,0.0,0.8462343655229738,0.26579054793040535
0.4056390622295664,0.2646851803584917,0.0,0.0,0.9185573803633764,0.3117021434505375
0.0,0.0,0.0,0.0,0.5525455928479989,0.1287519930031853
0.0,0.6926666730564119,0.8112781244591328,0.6500224216483541,0.524960696612627,0.5705344207311471
0.3609640474436811,0.5153585673421157,0.0,0.7219280948873623,0.9534538703502642,0.5129306041186301
0.0,0.0,0.0,0.0,0.7259289930319007,0.16915310852432064
0.0,0.0,0.0,0.0,0.2741618268187578,0.06388410669672948
0.0,0.0,0.0,0.0,0.7259289930319007,0.16915310852432064
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1653370598053885,0.038526189047148246
0.3609640474436811,0.7240841468899202,0.9709505944546688,0.0,0.7633788318984882,0.5760437955119878
0.4609640474436812,0.575967806727884,0.4689955935892811,0.7219280948873623,0.4536457542036606,0.5369082147829982
0.0,0.0,0.0,0.0,0.0,0.0
0.2717822215997982,0.7776184011117091,0.5435644431995964,1.0,0.6838545690812845,0.6728169489478385
0.3609640474436811,0.5349768658724002,0.7219280948873623,0.9709505944546688,0.7854858383682064,0.7133779024534759
0.0,0.0,0.0,0.0,0.7259289930319007,0.16915310852432064
0.0,0.0,0.0,0.0,0.3441085397792628,0.08018281365278003
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.7259289930319007,0.16915310852432064
0.0,0.0,0.0,0.0,0.9992675824686132,0.2328453876958196
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1653370598053885,0.038526189047148246
0.2958363892911637,0.6986768106913989,0.5916727785823274,0.8631205685666311,0.5397709133450106,0.6125148644018721
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7332729733971327,0.0,0.0,0.6792906615526236,0.26183849794283687
0.0,0.0,0.0,0.0,0.7259289930319007,0.16915310852432064
0.7098683589017414,0.1236628450227873,0.0,0.3372900666170139,0.919011667212299,0.4138854520357847
0.5,0.5579943697173448,0.0,0.0,0.8394842256574677,0.34872157094830364
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9992675824686132,0.2328453876958196
0.4056390622295664,0.5153585673421157,0.0,0.8112781244591328,0.902265767212389,0.5279816239431858
0.4056390622295664,0.5026405093881708,0.8112781244591328,1.0,0.6699516871319311,0.7174360692869765
0.0,0.0,0.0,0.0,0.3590004035162843,0.08365285695869204
0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5499547300478494,0.0,0.0,0.7605997099007744,0.32920485389231446
0.0,0.0,0.0,0.9182958340544894,0.3590004035162843,0.2926894413156007
0.4591479170272447,0.3366807583476677,0.9182958340544894,0.0,0.8258008785761113,0.5373337462791026
0.4056390622295664,0.3666364866985663,0.0,0.8112781244591328,0.7812893324029171,0.4787896282272638
0.3609640474436811,0.0,0.0,0.0,0.8232090100154608,0.24546613451167368
